,Review,Client ID,Worker ID,Org,Job Num,Pay Component,Rate,Hours,Units,Line Date,Amount,Check,Override State,Override Local,Labor Override
130,✅ Validated,16068715,863,,,Hourly,19.29,6.5,,,,,,,863
131,✅ Validated,16068715,866,,,Hourly,17,72.0,,,,,,,866
132,✅ Validated,16068715,868,,,Hourly,17,1.5,,,,,,,868
133,✅ Validated,16068715,870,,,Hourly,17,52.5,,,,,,,870
134,✅ Validated,16068715,874,,,Hourly,17,24.75,,,,,,,874
135,✅ Validated,16068715,885,,,Hourly,17,50.25,,,,,,,885
136,✅ Validated,16068715,885,,,Hourly,22,7.0,,,,,,,885
137,✅ Validated,16068715,887,,,Hourly,23,16.0,,,,,,,887
138,✅ Validated,16068715,887,,,MILEAGE REIMB,0.73,,6.0,,,,,,887
139,✅ Validated,16068715,893,,,Overtime,17,1.25,,,,,,,893
140,✅ Validated,16068715,893,,,Hourly,17,80.0,,,,,,,893
141,✅ Validated,16068715,893,,,Overtime,17,9.25,,,,,,,893
142,✅ Validated,16068715,903,,,Hourly,22,63.5,,,,,,,903
143,✅ Validated,16068715,914,,,Hourly,17,18.0,,,,,,,914
144,✅ Validated,16068715,916,,,Hourly,17,80.0,,,,,,,916
145,✅ Validated,16068715,916,,,Overtime,17,1.5,,,,,,,916
146,✅ Validated,16068715,927,,,Hourly,17,73.0,,,,,,,927
147,✅ Validated,16068715,935,,,Hourly,17,24.75,,,,,,,935
148,✅ Validated,16068715,969,,,Hourly,17,35.28,,,,,,,969
149,✅ Validated,16068715,977,,,Hourly,19.29,40.0,,,,,,,977
150,✅ Validated,16068715,987,,,Hourly,17,60.5,,,,,,,987
151,✅ Validated,16068715,987,,,Hourly,19.28,15.25,,,,,,,987
152,✅ Validated,16068715,987,,,Hourly,19.29,4.25,,,,,,,987
153,✅ Validated,16068715,987,,,Overtime,19.29,8.0,,,,,,,987
154,✅ Validated,16068715,1001,,,Hourly,17,50.25,,,,,,,1001
155,✅ Validated,16068715,1001,,,Hourly,18,6.0,,,,,,,1001
156,✅ Validated,16068715,1002,,,Hourly,17,80.0,,,,,,,1002
157,✅ Validated,16068715,1002,,,Overtime,17,3.5,,,,,,,1002
158,✅ Validated,16068715,1013,,,Hourly,22,12.0,,,,,,,1013
159,✅ Validated,16068715,1017,,,Hourly,17,18.95,,,,,,,1017
160,✅ Validated,16068715,1026,,,Hourly,17,25.0,,,,,,,1026
161,✅ Validated,16068715,1053,,,Hourly,18,34.25,,,,,,,1053
162,✅ Validated,16068715,1059,,,Hourly,18,80.0,,,,,,,1059
163,✅ Validated,16068715,1059,,,Overtime,18,6.5,,,,,,,1059
164,✅ Validated,16068715,1061,,,Hourly,17,70.85,,,,,,,1061
165,✅ Validated,16068715,1070,,,Overtime,25,10.75,,,,,,,1070
166,✅ Validated,16068715,1070,,,Hourly,25,80.0,,,,,,,1070
167,✅ Validated,16068715,1070,,,Overtime,25,13.25,,,,,,,1070
168,✅ Validated,16068715,1077,,,Hourly,17,4.0,,,,,,,1077
169,✅ Validated,16068715,1077,,,Hourly,18,15.0,,,,,,,1077
170,✅ Validated,16068715,1079,,,Hourly,19.29,45.0,,,,,,,1079
171,✅ Validated,16068715,1079,,,Hourly,20,21.5,,,,,,,1079
172,✅ Validated,16068715,1090,,,Hourly,17,80.0,,,,,,,1090
173,✅ Validated,16068715,1090,,,Overtime,17,9.75,,,,,,,1090
174,✅ Validated,16068715,1101,,,Hourly,17,57.0,,,,,,,1101
175,✅ Validated,16068715,1102,,,Hourly,19.28,20.25,,,,,,,1102
176,✅ Validated,16068715,1102,,,Hourly,19.29,30.0,,,,,,,1102
177,✅ Validated,16068715,1103,,,Hourly,19.29,80.0,,,,,,,1103
178,✅ Validated,16068715,1103,,,Overtime,19.29,4.0,,,,,,,1103
179,✅ Validated,16068715,1114,,,Hourly,17,4.75,,,,,,,1114
180,✅ Validated,16068715,1128,,,Hourly,19.29,40.75,,,,,,,1128
181,✅ Validated,16068715,1148,,,Hourly,17,36.75,,,,,,,1148
182,✅ Validated,16068715,1148,,,Hourly,19.29,4.0,,,,,,,1148
183,✅ Validated,16068715,1150,,,Hourly,17,66.75,,,,,,,1150
184,✅ Validated,16068715,1152,,,Hourly,17,6.0,,,,,,,1152
185,✅ Validated,16068715,1152,,,Hourly,19,65.08,,,,,,,1152
186,✅ Validated,16068715,1163,,,Hourly,17,80.0,,,,,,,1163
187,✅ Validated,16068715,1163,,,Overtime,17,4.75,,,,,,,1163
188,✅ Validated,16068715,1164,,,Overtime,17,6.75,,,,,,,1164
189,✅ Validated,16068715,1164,,,Overtime,22,4.5,,,,,,,1164
190,✅ Validated,16068715,1164,,,Hourly,17,59.0,,,,,,,1164
191,✅ Validated,16068715,1164,,,Hourly,22,21.0,,,,,,,1164
192,✅ Validated,16068715,1164,,,Overtime,22,10.5,,,,,,,1164
193,✅ Validated,16068715,1167,,,Hourly,19.29,8.0,,,,,,,1167
194,✅ Validated,16068715,1173,,,Hourly,19.28,50.25,,,,,,,1173
195,✅ Validated,16068715,1173,,,Hourly,19.29,29.75,,,,,,,1173
196,✅ Validated,16068715,1173,,,Overtime,19.29,7.25,,,,,,,1173
197,✅ Validated,16068715,1174,,,Hourly,17,59.07,,,,,,,1174
198,✅ Validated,16068715,1176,,,Hourly,17,16.25,,,,,,,1176
199,✅ Validated,16068715,1176,,,Hourly,22,32.0,,,,,,,1176
200,✅ Validated,16068715,1180,,,Overtime,18,25.25,,,,,,,1180
201,✅ Validated,16068715,1180,,,Overtime,23,3.0,,,,,,,1180
202,✅ Validated,16068715,1180,,,Hourly,18,18.0,,,,,,,1180
203,✅ Validated,16068715,1180,,,Hourly,23,62.0,,,,,,,1180
204,✅ Validated,16068715,1180,,,Overtime,23,24.0,,,,,,,1180
205,✅ Validated,16068715,1187,,,Hourly,17,78.25,,,,,,,1187
206,✅ Validated,16068715,1194,,,Hourly,17,28.0,,,,,,,1194
207,✅ Validated,16068715,1194,,,Hourly,19.28,16.0,,,,,,,1194
208,✅ Validated,16068715,1194,,,Hourly,22,14.5,,,,,,,1194
209,✅ Validated,16068715,1194,,,MILEAGE REIMB,0.73,,7.0,,,,,,1194
210,✅ Validated,16068715,1203,,,Hourly,17,15.0,,,,,,,1203
211,✅ Validated,16068715,1204,,,Hourly,17,73.13,,,,,,,1204
212,✅ Validated,16068715,1204,,,Hourly,18,6.8700000000000045,,,,,,,1204
213,✅ Validated,16068715,1204,,,Overtime,18,6.1299999999999955,,,,,,,1204
214,✅ Validated,16068715,1210,,,Hourly,18,80.0,,,,,,,1210
215,✅ Validated,16068715,1210,,,Overtime,18,16.0,,,,,,,1210
216,✅ Validated,16068715,1211,,,Hourly,18,79.25,,,,,,,1211
217,✅ Validated,16068715,1212,,,Hourly,19.29,20.0,,,,,,,1212
218,✅ Validated,16068715,1215,,,Hourly,17,13.25,,,,,,,1215
219,✅ Validated,16068715,1216,,,Hourly,17,25.0,,,,,,,1216
220,✅ Validated,16068715,1220,,,Hourly,17,13.0,,,,,,,1220
221,✅ Validated,16068715,1220,,,Hourly,22,23.5,,,,,,,1220
222,✅ Validated,16068715,1224,,,Overtime,19.29,3.25,,,,,,,1224
223,✅ Validated,16068715,1224,,,Hourly,19.29,80.0,,,,,,,1224
224,✅ Validated,16068715,1224,,,Overtime,19.29,19.25,,,,,,,1224
225,✅ Validated,16068715,1226,,,Overtime,22,5.5,,,,,,,1226
226,✅ Validated,16068715,1226,,,Hourly,22,80.0,,,,,,,1226
227,✅ Validated,16068715,1226,,,Overtime,22,20.5,,,,,,,1226
228,✅ Validated,16068715,1231,,,Hourly,17,63.0,,,,,,,1231
229,✅ Validated,16068715,1239,,,Overtime,19,2.85,,,,,,,1239
230,✅ Validated,16068715,1239,,,Hourly,17,50.58,,,,,,,1239
231,✅ Validated,16068715,1239,,,Hourly,19,11.65,,,,,,,1239
232,✅ Validated,16068715,1250,,,Hourly,17,21.25,,,,,,,1250
233,✅ Validated,16068715,1250,,,Hourly,18,16.25,,,,,,,1250
234,✅ Validated,16068715,1252,,,Hourly,17,3.25,,,,,,,1252
235,✅ Validated,16068715,1252,,,Hourly,18,17.62,,,,,,,1252
236,✅ Validated,16068715,1252,,,Hourly,22,33.25,,,,,,,1252
237,✅ Validated,16068715,1261,,,Hourly,17,28.72,,,,,,,1261
238,✅ Validated,16068715,1275,,,Hourly,22,7.0,,,,,,,1275
239,✅ Validated,16068715,1275,,,Hourly,25,37.33,,,,,,,1275
240,✅ Validated,16068715,1281,,,Hourly,17,12.5,,,,,,,1281
241,✅ Validated,16068715,1281,,,Hourly,22,1.0,,,,,,,1281
242,✅ Validated,16068715,1286,,,Hourly,19.28,16.0,,,,,,,1286
243,✅ Validated,16068715,1286,,,Hourly,19.29,1.0,,,,,,,1286
244,✅ Validated,16068715,1291,,,Hourly,17,37.83,,,,,,,1291
245,✅ Validated,16068715,1297,,,Hourly,17,4.0,,,,,,,1297
246,✅ Validated,16068715,1314,,,Hourly,17,22.0,,,,,,,1314
247,✅ Validated,16068715,1320,,,Hourly,17,12.25,,,,,,,1320
248,✅ Validated,16068715,1324,,,Hourly,17,4.8,,,,,,,1324
249,✅ Validated,16068715,1328,,,Hourly,17,73.07,,,,,,,1328
250,✅ Validated,16068715,1332,,,Hourly,17,80.0,,,,,,,1332
251,✅ Validated,16068715,1332,,,Overtime,17,9.620000000000005,,,,,,,1332
252,✅ Validated,16068715,1346,,,Hourly,17,18.75,,,,,,,1346
253,✅ Validated,16068715,1346,,,Hourly,19.29,1.0,,,,,,,1346
254,✅ Validated,16068715,1353,,,Hourly,17,15.53,,,,,,,1353
255,✅ Validated,16068715,1353,,,Hourly,19.28,24.5,,,,,,,1353
256,✅ Validated,16068715,1353,,,Hourly,22,39.97,,,,,,,1353
257,✅ Validated,16068715,1353,,,Overtime,22,5.030000000000001,,,,,,,1353
258,✅ Validated,16068715,1354,,,Hourly,17,56.08,,,,,,,1354
259,✅ Validated,16068715,1356,,,Hourly,17,23.25,,,,,,,1356
260,✅ Validated,16068715,1357,,,Hourly,17,24.0,,,,,,,1357
261,✅ Validated,16068715,1359,,,Hourly,17,7.5,,,,,,,1359
262,✅ Validated,16068715,1359,,,Hourly,22,23.0,,,,,,,1359
263,✅ Validated,16068715,1359,,,MILEAGE REIMB,0.73,,16.299999999999997,,,,,,1359
264,✅ Validated,16068715,1362,,,Hourly,17,80.0,,,,,,,1362
265,✅ Validated,16068715,1362,,,Overtime,17,9.620000000000005,,,,,,,1362
266,✅ Validated,16068715,1365,,,Hourly,19.29,33.5,,,,,,,1365
267,✅ Validated,16068715,1368,,,Hourly,19.29,49.0,,,,,,,1368
268,✅ Validated,16068715,1370,,,Hourly,17,49.25,,,,,,,1370
269,✅ Validated,16068715,1370,,,Hourly,19.29,18.37,,,,,,,1370
270,✅ Validated,16068715,1374,,,Hourly,17,9.25,,,,,,,1374
271,✅ Validated,16068715,1375,,,Hourly,17,19.0,,,,,,,1375
272,✅ Validated,16068715,1377,,,Hourly,17,21.0,,,,,,,1377
273,✅ Validated,16068715,1379,,,Hourly,17,4.5,,,,,,,1379
274,✅ Validated,16068715,1384,,,Hourly,17,17.0,,,,,,,1384
275,✅ Validated,16068715,1385,,,Hourly,19.29,40.25,,,,,,,1385
276,✅ Validated,16068715,1392,,,Hourly,17,48.77,,,,,,,1392
277,✅ Validated,16068715,1397,,,Hourly,19.29,27.75,,,,,,,1397
278,✅ Validated,16068715,1399,,,Hourly,19.28,28.5,,,,,,,1399
279,✅ Validated,16068715,1399,,,Hourly,19.29,16.5,,,,,,,1399
280,✅ Validated,16068715,1401,,,Hourly,19.29,74.93,,,,,,,1401
281,✅ Validated,16068715,1402,,,Hourly,17,47.25,,,,,,,1402
282,✅ Validated,16068715,1404,,,Hourly,17,32.25,,,,,,,1404
283,✅ Validated,16068715,1404,,,Hourly,22,8.0,,,,,,,1404
284,✅ Validated,16068715,1405,,,Hourly,17,43.12,,,,,,,1405
285,✅ Validated,16068715,1412,,,Hourly,17,8.38,,,,,,,1412
286,✅ Validated,16068715,1412,,,Hourly,18,8.0,,,,,,,1412
287,✅ Validated,16068715,1413,,,Hourly,17,80.0,,,,,,,1413
288,✅ Validated,16068715,1413,,,Overtime,17,2.25,,,,,,,1413
289,✅ Validated,16068715,1415,,,Hourly,17,72.5,,,,,,,1415
290,✅ Validated,16068715,1416,,,Hourly,19.28,40.0,,,,,,,1416
291,✅ Validated,16068715,1416,,,Hourly,19.29,40.0,,,,,,,1416
292,✅ Validated,16068715,1416,,,Overtime,19.29,16.0,,,,,,,1416
293,✅ Validated,16068715,1419,,,Hourly,17,27.5,,,,,,,1419
294,✅ Validated,16068715,1420,,,Hourly,17,17.5,,,,,,,1420
295,✅ Validated,16068715,1420,,,Hourly,22,19.37,,,,,,,1420
296,✅ Validated,16068715,1421,,,Hourly,17,15.5,,,,,,,1421
297,✅ Validated,16068715,1421,,,Hourly,19.28,1.75,,,,,,,1421
298,✅ Validated,16068715,1423,,,Hourly,19.29,37.5,,,,,,,1423
299,✅ Validated,16068715,1424,,,Overtime,17,0.25,,,,,,,1424
300,✅ Validated,16068715,1424,,,Hourly,17,80.0,,,,,,,1424
301,✅ Validated,16068715,1424,,,Overtime,17,7.8700000000000045,,,,,,,1424
302,✅ Validated,16068715,1426,,,Hourly,17,40.37,,,,,,,1426
303,✅ Validated,16068715,1429,,,Hourly,19.29,32.75,,,,,,,1429
304,✅ Validated,16068715,1434,,,Hourly,17,80.0,,,,,,,1434
305,✅ Validated,16068715,1434,,,Overtime,17,16.0,,,,,,,1434
306,✅ Validated,16068715,1436,,,Hourly,19.28,13.5,,,,,,,1436
307,✅ Validated,16068715,1436,,,Hourly,19.29,21.4,,,,,,,1436
308,✅ Validated,16068715,1436,,,Hourly,21,7.75,,,,,,,1436
309,✅ Validated,16068715,1437,,,Hourly,17,78.0,,,,,,,1437
310,✅ Validated,16068715,1438,,,Hourly,17,42.25,,,,,,,1438
311,✅ Validated,16068715,1440,,,Hourly,22,56.75,,,,,,,1440
312,✅ Validated,16068715,1442,,,Hourly,17,9.75,,,,,,,1442
313,✅ Validated,16068715,1443,,,Hourly,17,17.75,,,,,,,1443
314,✅ Validated,16068715,1443,,,Hourly,18,2.0,,,,,,,1443
315,✅ Validated,16068715,1444,,,Hourly,17,18.0,,,,,,,1444
316,✅ Validated,16068715,1445,,,Hourly,19.28,22.0,,,,,,,1445
317,✅ Validated,16068715,1445,,,Hourly,19.29,18.75,,,,,,,1445
318,✅ Validated,16068715,1446,,,Hourly,18,10.0,,,,,,,1446
319,✅ Validated,16068715,1446,,,Hourly,19.28,6.62,,,,,,,1446
320,✅ Validated,16068715,1446,,,Hourly,19.29,4.0,,,,,,,1446
321,✅ Validated,16068715,1446,,,Hourly,22,4.0,,,,,,,1446
322,✅ Validated,16068715,1447,,,Hourly,17,15.0,,,,,,,1447
323,✅ Validated,16068715,1448,,,Hourly,17,6.25,,,,,,,1448
324,✅ Validated,16068715,1448,,,Hourly,19.28,9.77,,,,,,,1448
325,✅ Validated,16068715,1448,,,Hourly,19.29,15.53,,,,,,,1448
326,✅ Validated,16068715,1449,,,Hourly,17,25.5,,,,,,,1449
327,✅ Validated,16068715,1450,,,Hourly,18,8.08,,,,,,,1450
328,✅ Validated,16068715,1452,,,Hourly,22,36.25,,,,,,,1452
329,✅ Validated,16068715,1452,,,MILEAGE REIMB,0.73,,15.0,,,,,,1452
330,✅ Validated,16068715,1454,,,Hourly,19.28,8.25,,,,,,,1454
331,✅ Validated,16068715,1454,,,Hourly,19.29,8.0,,,,,,,1454
332,✅ Validated,16068715,1455,,,Hourly,19,18.75,,,,,,,1455
333,✅ Validated,16068715,1455,,,Hourly,19.28,5.25,,,,,,,1455
334,✅ Validated,16068715,1455,,,Hourly,19.29,5.0,,,,,,,1455
335,✅ Validated,16068715,1456,,,Hourly,19.29,4.5,,,,,,,1456
336,✅ Validated,16068715,1459,,,Hourly,17,0.25,,,,,,,1459
337,✅ Validated,16068715,1463,,,Hourly,17,8.0,,,,,,,1463
338,✅ Validated,16068715,1465,,,Hourly,17,2.0,,,,,,,1465
339,✅ Validated,16068715,1931,,,Hourly,17,10.0,,,,,,,1931
